transactions_id,sale_date,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale
1566,2022-10-03,56,Female,64,Clothing,1,30,15.6,30
1608,2023-09-26,87,Female,55,Electronics,3,500,265,1500
348,2022-10-17,83,Female,35,Electronics,2,300,147,600
1348,2023-10-25,79,Female,35,Electronics,2,300,87,600
199,2023-10-26,53,Male,45,Beauty,3,500,135,1500
258,2023-12-29,109,Female,37,Clothing,1,50,22,50
485,2022-11-08,101,Male,24,Electronics,1,30,11.4,30
576,2023-12-25,113,Female,33,Beauty,3,50,20,150
1199,2023-12-16,110,Male,45,Beauty,3,500,190,1500
1258,2022-12-03,64,Female,37,Clothing,1,50,21.5,50
1485,2022-09-24,66,Male,24,Electronics,1,30,15.6,30
1576,2022-12-14,108,Female,33,Beauty,3,50,27.5,150
65,2022-12-11,84,Male,51,Electronics,4,500,160,2000
311,2023-11-20,61,Female,32,Beauty,4,25,9.75,100
791,2022-09-04,106,Female,51,Beauty,1,25,11.75,25
971,2023-12-30,64,Female,27,Electronics,4,50,26.5,200
999,2022-12-14,110,Female,36,Electronics,3,50,21.5,150
1065,2023-10-24,76,Male,51,Electronics,4,500,175,2000
1311,2023-11-24,84,Female,32,Beauty,4,25,9.25,100
1791,2022-10-06,87,Female,51,Beauty,1,25,7,25
1971,2022-09-12,90,Female,27,Electronics,4,50,19,200
1999,2022-11-12,61,Female,36,Electronics,3,50,13,150
395,2022-12-01,76,Male,50,Electronics,2,500,175,1000
535,2023-11-20,59,Male,47,Beauty,3,30,16.2,90
580,2022-11-14,104,Female,31,Clothing,3,500,200,1500
712,2023-09-12,108,Female,57,Beauty,2,25,11.5,50
868,2023-12-04,110,Female,25,Electronics,1,300,111,300
1395,2023-09-10,91,Male,50,Electronics,2,500,130,1000
1535,2023-12-18,52,Male,47,Beauty,3,30,9.9,90
1580,2023-09-21,105,Female,31,Clothing,3,500,250,1500
1712,2023-11-25,92,Female,57,Beauty,2,25,8.75,50
1868,2022-12-06,78,Female,25,Electronics,1,300,138,300
531,2022-10-08,105,Male,31,Electronics,1,500,275,500
550,2023-09-27,80,Male,40,Clothing,3,300,90,900
1531,2022-09-22,56,Male,31,Electronics,1,500,250,500
1550,2022-09-30,73,Male,40,Clothing,3,300,147,900
392,2022-12-21,77,Male,27,Clothing,2,300,78,600
453,2022-10-14,90,Female,26,Clothing,2,500,265,1000
540,2022-12-22,79,Female,46,Electronics,3,300,87,900
625,2022-12-25,68,Male,31,Clothing,1,300,123,300
1392,2022-09-12,70,Male,27,Clothing,2,300,90,600
1453,2023-10-14,113,Female,26,Clothing,2,500,205,1000
1540,2023-10-12,115,Female,46,Electronics,3,300,147,900
1625,2023-09-27,52,Male,31,Clothing,1,300,147,300
244,2023-09-14,101,Male,28,Beauty,2,50,20.5,100
355,2022-09-23,96,Female,55,Electronics,1,500,260,500
468,2022-12-05,86,Male,40,Electronics,1,25,12.25,25
700,2022-09-01,61,Male,36,Electronics,4,500,250,2000
752,2023-09-20,79,Male,29,Clothing,2,50,13,100
828,2022-11-24,76,Female,33,Electronics,4,300,132,1200
1244,2022-12-11,100,Male,28,Beauty,2,50,19.5,100
1355,2023-09-17,107,Female,55,Electronics,1,500,155,500
1468,2023-11-08,73,Male,40,Electronics,1,25,9.75,25
1700,2023-09-27,87,Male,36,Electronics,4,500,210,2000
1752,2023-10-21,79,Male,29,Clothing,2,50,14.5,100
1828,2022-10-14,99,Female,33,Electronics,4,300,165,1200
80,2023-10-22,82,Female,64,Clothing,2,30,12.3,60
214,2022-11-05,53,Male,20,Beauty,2,30,8.1,60
361,2022-09-12,112,Female,34,Electronics,4,300,81,1200
526,2022-11-19,65,Male,33,Clothing,2,50,19.5,100
1080,2022-12-08,70,Female,64,Clothing,2,30,13.2,60
1214,2023-11-18,50,Male,20,Beauty,2,30,11.1,60
1361,2023-09-12,89,Female,34,Electronics,4,300,153,1200
1526,2022-09-25,84,Male,33,Clothing,2,50,26.5,100
265,2022-11-24,80,Male,55,Clothing,3,300,132,900
586,2023-12-20,84,Male,50,Electronics,1,50,21.5,50
1265,2022-11-05,86,Male,55,Clothing,3,300,111,900
1586,2022-11-04,59,Male,50,Electronics,1,50,14,50
336,2023-11-04,67,Female,52,Beauty,3,50,25,150
571,2022-10-20,87,Female,41,Electronics,1,50,16,50
1336,2022-09-23,74,Female,52,Beauty,3,50,21.5,150
1571,2022-11-08,105,Female,41,Electronics,1,50,25,50
9,2022-12-02,85,Male,63,Electronics,2,300,78,600
552,2022-10-29,85,Female,49,Electronics,3,25,9.75,75
771,2023-12-24,70,Male,24,Electronics,2,25,11.75,50
1009,2023-09-22,88,Male,63,Electronics,2,300,78,600
1552,2022-09-25,55,Female,49,Electronics,3,25,13,75
1771,2023-09-13,108,Male,24,Electronics,2,25,10.75,50
496,2022-12-12,91,Male,23,Clothing,2,300,141,600
701,2023-11-29,93,Female,52,Beauty,2,30,14.1,60
1496,2022-09-03,110,Male,23,Clothing,2,300,120,600
1701,2023-10-13,62,Female,52,Beauty,2,30,15.9,60
139,2023-09-15,113,Male,36,Beauty,4,500,230,2000
151,2023-10-12,108,Male,29,Clothing,1,50,18,50
1139,2023-12-21,87,Male,36,Beauty,4,500,230,2000
1151,2022-12-12,99,Male,29,Clothing,1,50,26,50
83,2022-11-27,56,Male,54,Electronics,2,50,16.5,100
153,2023-11-19,62,Male,63,Electronics,2,500,195,1000
451,2023-10-09,74,Female,45,Electronics,1,30,13.5,30
1083,2022-09-30,99,Male,54,Electronics,2,50,17.5,100
1153,2022-09-24,91,Male,63,Electronics,2,500,265,1000
1451,2022-09-23,94,Female,45,Electronics,1,30,13.2,30
99,2023-11-19,71,Female,50,Electronics,4,300,132,1200
783,2022-11-11,91,Female,56,Clothing,1,300,150,300
1099,2022-12-24,56,Female,50,Electronics,4,300,162,1200
1783,2023-09-05,52,Female,56,Clothing,1,300,135,300
409,2023-12-17,55,Female,21,Electronics,3,300,87,900
525,2022-09-05,98,Female,47,Beauty,2,25,7,50
939,2022-11-07,75,Female,46,Electronics,1,300,81,300
994,2022-12-24,73,Female,51,Beauty,2,500,125,1000
1409,2023-11-22,102,Female,21,Electronics,3,300,138,900
1525,2022-12-13,106,Female,47,Beauty,2,25,12,50
1939,2022-10-31,74,Female,46,Electronics,1,300,135,300
1994,2022-11-20,86,Female,51,Beauty,2,500,250,1000
96,2023-11-22,62,Female,44,Clothing,2,300,84,600
609,2023-11-19,59,Female,47,Clothing,2,50,13,100
982,2022-11-10,50,Female,46,Beauty,3,30,15.6,90
1096,2022-12-01,82,Female,44,Clothing,2,300,138,600
1609,2023-10-05,81,Female,47,Clothing,2,50,22.5,100
1982,2023-09-09,110,Female,46,Beauty,3,30,16.5,90
209,2022-09-03,61,Female,30,Electronics,4,50,14,200
435,2023-12-15,113,Female,30,Beauty,3,300,108,900
777,2022-09-10,54,Male,48,Electronics,3,50,17,150
854,2022-10-01,84,Male,29,Clothing,1,50,22,50
890,2023-12-25,76,Male,34,Electronics,2,25,13.5,50
1209,2022-12-06,55,Female,30,Electronics,4,50,23,200
1435,2022-10-27,61,Female,30,Beauty,3,300,114,900
1777,2023-11-15,74,Male,48,Electronics,3,50,19.5,150
1854,2023-11-25,109,Male,29,Clothing,1,50,22.5,50
1890,2023-10-18,51,Male,34,Electronics,2,25,6.25,50
865,2023-12-17,78,Female,42,Clothing,1,300,108,300
1865,2022-11-18,107,Female,42,Clothing,1,300,156,300
662,2022-12-03,100,Male,48,Beauty,2,500,145,1000
1662,2023-12-20,106,Male,48,Beauty,2,500,240,1000
309,2023-10-12,78,Female,26,Beauty,1,25,9,25
544,2023-10-31,95,Female,27,Electronics,1,25,10.25,25
602,2023-12-12,75,Female,20,Electronics,1,300,96,300
615,2022-10-31,58,Female,61,Clothing,4,25,10.5,100
678,2022-11-17,70,Female,60,Electronics,3,300,144,900
781,2022-10-19,106,Male,35,Beauty,1,500,225,500
1309,2022-09-30,93,Female,26,Beauty,1,25,9.5,25
1544,2022-12-16,70,Female,27,Electronics,1,25,11.25,25
1602,2022-12-01,86,Female,20,Electronics,1,300,126,300
1615,2022-11-17,82,Female,61,Clothing,4,25,13.5,100
1678,2022-09-16,99,Female,60,Electronics,3,300,102,900
1781,2022-10-13,55,Male,35,Beauty,1,500,225,500
34,2023-09-24,87,Female,51,Clothing,3,50,17,150
916,2023-12-05,68,Female,32,Electronics,1,50,26,50
1034,2022-11-13,52,Female,51,Clothing,3,50,24.5,150
1916,2022-11-08,102,Female,32,Electronics,1,50,16.5,50
757,2023-10-06,82,Female,43,Electronics,4,300,105,1200
1757,2023-09-29,50,Female,43,Electronics,4,300,132,1200
25,2022-11-20,61,Female,64,Beauty,1,50,19,50
82,2022-09-08,85,Female,32,Beauty,4,50,15,200
472,2023-10-30,95,Female,38,Beauty,3,300,162,900
842,2022-11-28,71,Female,47,Clothing,2,300,105,600
879,2022-11-13,50,Male,23,Clothing,1,30,15.3,30
991,2023-09-14,110,Female,34,Clothing,2,50,19.5,100
1025,2022-11-12,103,Female,64,Beauty,1,50,16.5,50
1082,2022-10-22,111,Female,32,Beauty,4,50,27.5,200
1472,2023-12-18,74,Female,38,Beauty,3,300,150,900
1842,2022-10-04,84,Female,47,Clothing,2,300,75,600
1879,2022-11-18,66,Male,23,Clothing,1,30,16.2,30
1991,2022-12-04,96,Female,34,Clothing,2,50,14.5,100
62,2023-09-16,50,Male,18,Beauty,2,50,26.5,100
386,2022-10-23,77,Female,54,Electronics,2,300,153,600
1062,2022-12-20,69,Male,18,Beauty,2,50,21.5,100
1386,2023-12-19,110,Female,54,Electronics,2,300,81,600
429,2023-09-08,80,Male,64,Electronics,2,25,6.75,50
664,2022-09-03,109,Female,44,Clothing,4,500,170,2000
989,2022-10-31,97,Female,44,Electronics,1,25,8.25,25
1429,2023-11-22,102,Male,64,Electronics,2,25,12,50
1664,2023-12-12,99,Female,44,Clothing,4,500,245,2000
1989,2022-09-06,109,Female,44,Electronics,1,25,13.25,25
233,2022-09-03,81,Female,51,Beauty,2,300,132,600
520,2022-10-16,79,Female,49,Electronics,4,25,13,100
805,2022-09-03,59,Female,30,Beauty,3,500,155,1500
908,2022-10-30,64,Male,46,Beauty,4,300,81,1200
1233,2023-10-01,79,Female,51,Beauty,2,300,117,600
1520,2022-11-21,88,Female,49,Electronics,4,25,10.5,100
1805,2023-10-10,79,Female,30,Beauty,3,500,225,1500
1908,2023-12-17,93,Male,46,Beauty,4,300,87,1200
857,2023-11-20,62,Male,60,Electronics,2,25,12,50
1857,2022-11-09,109,Male,60,Electronics,2,25,7.5,50
211,2022-09-12,54,Male,42,Beauty,3,500,235,1500
650,2023-10-08,98,Male,55,Electronics,1,30,15,30
1211,2023-11-22,82,Male,42,Beauty,3,500,235,1500
1650,2022-09-23,89,Male,55,Electronics,1,30,10.8,30
